Chrom	Start	End	H37rv_GeneID	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory
NC_000962.3	2441720	2441810	IntergenicRegion_1713_Rv2178c-Rv2179c	False	Rv2178c	NotExcluded	Rv2179c	NotExcluded
NC_000962.3	2442317	2442326	IntergenicRegion_1714_Rv2179c-Rv2180c	False	Rv2179c	NotExcluded	Rv2180c	NotExcluded
NC_000962.3	2443214	2443301	IntergenicRegion_1715_Rv2180c-Rv2181	False	Rv2180c	NotExcluded	Rv2181	NotExcluded
NC_000962.3	2445329	2445414	IntergenicRegion_1716_Rv2182c-Rv2183c	False	Rv2182c	NotExcluded	Rv2183c	NotExcluded
NC_000962.3	2446946	2447065	IntergenicRegion_1717_Rv2184c-Rv2185c	False	Rv2184c	NotExcluded	Rv2185c	NotExcluded
NC_000962.3	2447500	2447604	IntergenicRegion_1718_Rv2185c-Rv2186c	False	Rv2185c	NotExcluded	Rv2186c	NotExcluded
NC_000962.3	2447994	2448159	IntergenicRegion_1719_Rv2186c-Rv2187	False	Rv2186c	NotExcluded	Rv2187	NotExcluded
NC_000962.3	2449962	2449992	IntergenicRegion_1720_Rv2187-Rv2188c	False	Rv2187	NotExcluded	Rv2188c	NotExcluded
NC_000962.3	2451150	2451246	IntergenicRegion_1721_Rv2188c-Rv2189c	False	Rv2188c	NotExcluded	Rv2189c	NotExcluded
NC_000962.3	2452020	2452114	IntergenicRegion_1722_Rv2189c-Rv2190c	False	Rv2189c	NotExcluded	Rv2190c	NotExcluded
NC_000962.3	2453272	2453818	IntergenicRegion_1723_Rv2190c-Rv2191	False	Rv2190c	NotExcluded	Rv2191	NotExcluded
NC_000962.3	2456743	2456900	IntergenicRegion_1724_Rv2192c-Rv2193	False	Rv2192c	NotExcluded	Rv2193	NotExcluded
NC_000962.3	2457512	2457552	IntergenicRegion_1725_Rv2193-Rv2194	False	Rv2193	NotExcluded	Rv2194	NotExcluded
NC_000962.3	2461327	2461503	IntergenicRegion_1726_Rv2196-Rv2197c	True	Rv2196	Coscolla Repetitive Genes	Rv2197c	NotExcluded
NC_000962.3	2463047	2463232	IntergenicRegion_1727_Rv2198c-Rv2199c	False	Rv2198c	NotExcluded	Rv2199c	NotExcluded
NC_000962.3	2463652	2463659	IntergenicRegion_1728_Rv2199c-Rv2200c	False	Rv2199c	NotExcluded	Rv2200c	NotExcluded
NC_000962.3	2464751	2464996	IntergenicRegion_1729_Rv2200c-Rv2201	False	Rv2200c	NotExcluded	Rv2201	NotExcluded
NC_000962.3	2466955	2467052	IntergenicRegion_1730_Rv2201-Rv2202c	False	Rv2201	NotExcluded	Rv2202c	NotExcluded
NC_000962.3	2468027	2468230	IntergenicRegion_1731_Rv2202c-Rv2203	False	Rv2202c	NotExcluded	Rv2203	NotExcluded
NC_000962.3	2468923	2468930	IntergenicRegion_1732_Rv2203-Rv2204c	False	Rv2203	NotExcluded	Rv2204c	NotExcluded
NC_000962.3	2469287	2469386	IntergenicRegion_1733_Rv2204c-Rv2205c	False	Rv2204c	NotExcluded	Rv2205c	NotExcluded
NC_000962.3	2470463	2470621	IntergenicRegion_1734_Rv2205c-Rv2206	False	Rv2205c	NotExcluded	Rv2206	NotExcluded
NC_000962.3	2471332	2471410	IntergenicRegion_1735_Rv2206-Rv2207	False	Rv2206	NotExcluded	Rv2207	NotExcluded
NC_000962.3	2473242	2473399	IntergenicRegion_1736_Rv2208-Rv2209	False	Rv2208	NotExcluded	Rv2209	NotExcluded
NC_000962.3	2475970	2476041	IntergenicRegion_1737_Rv2210c-Rv2211c	False	Rv2210c	NotExcluded	Rv2211c	NotExcluded
NC_000962.3	2477181	2477189	IntergenicRegion_1738_Rv2211c-Rv2212	False	Rv2211c	NotExcluded	Rv2212	NotExcluded
NC_000962.3	2478326	2478337	IntergenicRegion_1739_Rv2212-Rv2213	False	Rv2212	NotExcluded	Rv2213	NotExcluded
NC_000962.3	2479885	2479922	IntergenicRegion_1740_Rv2213-Rv2214c	False	Rv2213	NotExcluded	Rv2214c	NotExcluded
NC_000962.3	2481701	2481964	IntergenicRegion_1741_Rv2214c-Rv2215	False	Rv2214c	NotExcluded	Rv2215	NotExcluded
NC_000962.3	2484531	2484583	IntergenicRegion_1742_Rv2216-Rv2217	False	Rv2216	NotExcluded	Rv2217	NotExcluded
NC_000962.3	2486208	2486234	IntergenicRegion_1743_Rv2218-Rv2219	False	Rv2218	NotExcluded	Rv2219	NotExcluded
NC_000962.3	2486987	2486993	IntergenicRegion_1744_Rv2219-Rv2219A	False	Rv2219	NotExcluded	Rv2219A	NotExcluded
NC_000962.3	2487416	2487614	IntergenicRegion_1745_Rv2219A-Rv2220	False	Rv2219A	NotExcluded	Rv2220	NotExcluded
NC_000962.3	2489051	2489368	IntergenicRegion_1746_Rv2220-Rv2221c	False	Rv2220	NotExcluded	Rv2221c	NotExcluded
NC_000962.3	2492353	2492401	IntergenicRegion_1747_Rv2221c-Rv2222c	False	Rv2221c	NotExcluded	Rv2222c	NotExcluded
NC_000962.3	2493742	2493836	IntergenicRegion_1748_Rv2222c-Rv2223c	False	Rv2222c	NotExcluded	Rv2223c	NotExcluded
NC_000962.3	2495399	2495460	IntergenicRegion_1749_Rv2223c-Rv2224c	False	Rv2223c	NotExcluded	Rv2224c	NotExcluded
NC_000962.3	2497023	2497741	IntergenicRegion_1750_Rv2224c-Rv2225	False	Rv2224c	NotExcluded	Rv2225	NotExcluded
NC_000962.3	2498587	2498831	IntergenicRegion_1751_Rv2225-Rv2226	False	Rv2225	NotExcluded	Rv2226	NotExcluded
NC_000962.3	2500373	2500930	IntergenicRegion_1752_Rv2226-Rv2227	False	Rv2226	NotExcluded	Rv2227	NotExcluded
NC_000962.3	2501632	2501643	IntergenicRegion_1753_Rv2227-Rv2228c	False	Rv2227	NotExcluded	Rv2228c	NotExcluded
NC_000962.3	2505699	2505735	IntergenicRegion_1754_Rv2231c-Rv2231A	False	Rv2231c	NotExcluded	Rv2231A	NotExcluded
NC_000962.3	2506161	2506206	IntergenicRegion_1755_Rv2231A-Rv2231B	False	Rv2231A	NotExcluded	Rv2231B	NotExcluded
NC_000962.3	2509375	2509488	IntergenicRegion_1756_Rv2236c-Rv2237	False	Rv2236c	NotExcluded	Rv2237	NotExcluded
NC_000962.3	2510256	2510350	IntergenicRegion_1757_Rv2237-Rv2237A	False	Rv2237	NotExcluded	Rv2237A	NotExcluded
NC_000962.3	2510587	2510597	IntergenicRegion_1758_Rv2237A-MTB000027	False	Rv2237A	NotExcluded	MTB000027	NotExcluded
NC_000962.3	2510669	2510714	IntergenicRegion_1759_MTB000027-Rv2238c	False	MTB000027	NotExcluded	Rv2238c	NotExcluded
NC_000962.3	2511652	2511689	IntergenicRegion_1760_Rv2239c-Rv2240c	False	Rv2239c	NotExcluded	Rv2240c	NotExcluded
NC_000962.3	2512280	2512538	IntergenicRegion_1761_Rv2240c-Rv2241	False	Rv2240c	NotExcluded	Rv2241	NotExcluded
NC_000962.3	2515244	2515303	IntergenicRegion_1762_Rv2241-Rv2242	False	Rv2241	NotExcluded	Rv2242	NotExcluded
NC_000962.3	2516548	2516786	IntergenicRegion_1763_Rv2242-Rv2243	False	Rv2242	NotExcluded	Rv2243	NotExcluded
NC_000962.3	2517695	2517770	IntergenicRegion_1764_Rv2243-Rv2244	False	Rv2243	NotExcluded	Rv2244	NotExcluded
NC_000962.3	2519365	2519395	IntergenicRegion_1765_Rv2245-Rv2246	False	Rv2245	NotExcluded	Rv2246	NotExcluded
NC_000962.3	2520712	2520742	IntergenicRegion_1766_Rv2246-Rv2247	False	Rv2246	NotExcluded	Rv2247	NotExcluded
NC_000962.3	2522164	2522359	IntergenicRegion_1767_Rv2247-Rv2248	False	Rv2247	NotExcluded	Rv2248	NotExcluded
NC_000962.3	2523175	2523240	IntergenicRegion_1768_Rv2248-Rv2249c	False	Rv2248	NotExcluded	Rv2249c	NotExcluded
NC_000962.3	2525354	2525401	IntergenicRegion_1769_Rv2250c-Rv2250A	False	Rv2250c	NotExcluded	Rv2250A	NotExcluded
NC_000962.3	2527918	2527983	IntergenicRegion_1770_Rv2252-Rv2253	False	Rv2252	NotExcluded	Rv2253	NotExcluded
NC_000962.3	2528487	2528519	IntergenicRegion_1771_Rv2253-Rv2254c	False	Rv2253	NotExcluded	Rv2254c	NotExcluded
NC_000962.3	2528975	2528979	IntergenicRegion_1772_Rv2254c-Rv2255c	False	Rv2254c	NotExcluded	Rv2255c	NotExcluded
NC_000962.3	2529174	2529340	IntergenicRegion_1773_Rv2255c-Rv2256c	False	Rv2255c	NotExcluded	Rv2256c	NotExcluded
NC_000962.3	2529874	2530003	IntergenicRegion_1774_Rv2256c-Rv2257c	False	Rv2256c	NotExcluded	Rv2257c	NotExcluded
NC_000962.3	2530822	2530835	IntergenicRegion_1775_Rv2257c-Rv2258c	True	Rv2257c	NotExcluded	Rv2258c	Coscolla Repetitive Genes
NC_000962.3	2531897	2532244	IntergenicRegion_1776_Rv2258c-Rv2259	True	Rv2258c	Coscolla Repetitive Genes	Rv2259	NotExcluded
NC_000962.3	2533965	2534041	IntergenicRegion_1777_Rv2260-Rv2261c	False	Rv2260	NotExcluded	Rv2261c	NotExcluded
NC_000962.3	2534464	2534469	IntergenicRegion_1778_Rv2261c-Rv2262c	False	Rv2261c	NotExcluded	Rv2262c	NotExcluded
NC_000962.3	2535552	2535640	IntergenicRegion_1779_Rv2262c-Rv2263	False	Rv2262c	NotExcluded	Rv2263	NotExcluded
NC_000962.3	2538350	2538699	IntergenicRegion_1780_Rv2264c-Rv2265	False	Rv2264c	NotExcluded	Rv2265	NotExcluded
NC_000962.3	2539929	2540103	IntergenicRegion_1781_Rv2265-Rv2266	False	Rv2265	NotExcluded	Rv2266	NotExcluded
NC_000962.3	2541390	2541643	IntergenicRegion_1782_Rv2266-Rv2267c	False	Rv2266	NotExcluded	Rv2267c	NotExcluded
NC_000962.3	2544276	2544288	IntergenicRegion_1783_Rv2268c-Rv2269c	False	Rv2268c	NotExcluded	Rv2269c	NotExcluded
NC_000962.3	2544621	2544697	IntergenicRegion_1784_Rv2269c-Rv2270	False	Rv2269c	NotExcluded	Rv2270	NotExcluded
NC_000962.3	2545225	2545331	IntergenicRegion_1785_Rv2270-Rv2271	False	Rv2270	NotExcluded	Rv2271	NotExcluded
NC_000962.3	2545631	2545736	IntergenicRegion_1786_Rv2271-Rv2272	False	Rv2271	NotExcluded	Rv2272	NotExcluded
NC_000962.3	2546431	2546487	IntergenicRegion_1787_Rv2273-Rv2274c	False	Rv2273	NotExcluded	Rv2274c	NotExcluded
NC_000962.3	2546805	2546838	IntergenicRegion_1788_Rv2274c-Rv2274A	False	Rv2274c	NotExcluded	Rv2274A	NotExcluded
NC_000962.3	2548939	2549123	IntergenicRegion_1789_Rv2276-Rv2277c	True	Rv2276	NotExcluded	Rv2277c	Coscolla Repetitive Genes
NC_000962.3	2550029	2550064	IntergenicRegion_1790_Rv2277c-Rv2278	True	Rv2277c	Coscolla Repetitive Genes	Rv2278	InsertionSeqs_And_Phages
NC_000962.3	2551326	2551559	IntergenicRegion_1791_Rv2279-Rv2280	True	Rv2279	InsertionSeqs_And_Phages	Rv2280	NotExcluded
NC_000962.3	2552939	2553172	IntergenicRegion_1792_Rv2280-Rv2281	False	Rv2280	NotExcluded	Rv2281	NotExcluded
NC_000962.3	2554831	2554937	IntergenicRegion_1793_Rv2281-Rv2282c	False	Rv2281	NotExcluded	Rv2282c	NotExcluded
NC_000962.3	2555876	2555940	IntergenicRegion_1794_Rv2282c-Rv2283	False	Rv2282c	NotExcluded	Rv2283	NotExcluded
NC_000962.3	2556135	2556144	IntergenicRegion_1795_Rv2283-Rv2284	False	Rv2283	NotExcluded	Rv2284	NotExcluded
NC_000962.3	2557440	2557472	IntergenicRegion_1796_Rv2284-Rv2285	False	Rv2284	NotExcluded	Rv2285	NotExcluded
NC_000962.3	2558810	2558876	IntergenicRegion_1797_Rv2285-Rv2286c	False	Rv2285	NotExcluded	Rv2286c	NotExcluded
NC_000962.3	2559569	2559702	IntergenicRegion_1798_Rv2286c-Rv2287	False	Rv2286c	NotExcluded	Rv2287	NotExcluded
NC_000962.3	2562457	2562598	IntergenicRegion_1799_Rv2289-Rv2290	False	Rv2289	NotExcluded	Rv2290	NotExcluded
NC_000962.3	2563114	2563173	IntergenicRegion_1800_Rv2290-Rv2291	False	Rv2290	NotExcluded	Rv2291	NotExcluded
NC_000962.3	2564253	2564291	IntergenicRegion_1801_Rv2292c-Rv2293c	False	Rv2292c	NotExcluded	Rv2293c	NotExcluded
NC_000962.3	2565032	2565326	IntergenicRegion_1802_Rv2293c-Rv2294	False	Rv2293c	NotExcluded	Rv2294	NotExcluded
NC_000962.3	2566550	2566771	IntergenicRegion_1803_Rv2294-Rv2295	False	Rv2294	NotExcluded	Rv2295	NotExcluded
NC_000962.3	2567410	2567503	IntergenicRegion_1804_Rv2295-Rv2296	False	Rv2295	NotExcluded	Rv2296	NotExcluded
NC_000962.3	2568406	2568437	IntergenicRegion_1805_Rv2296-Rv2297	False	Rv2296	NotExcluded	Rv2297	NotExcluded
NC_000962.3	2568890	2569081	IntergenicRegion_1806_Rv2297-Rv2298	False	Rv2297	NotExcluded	Rv2298	NotExcluded
NC_000962.3	2570053	2570058	IntergenicRegion_1807_Rv2298-Rv2299c	False	Rv2298	NotExcluded	Rv2299c	NotExcluded
NC_000962.3	2572002	2572075	IntergenicRegion_1808_Rv2299c-Rv2300c	False	Rv2299c	NotExcluded	Rv2300c	NotExcluded
NC_000962.3	2573008	2573014	IntergenicRegion_1809_Rv2300c-Rv2301	False	Rv2300c	NotExcluded	Rv2301	NotExcluded
NC_000962.3	2573707	2573812	IntergenicRegion_1810_Rv2301-Rv2302	False	Rv2301	NotExcluded	Rv2302	NotExcluded
NC_000962.3	2574055	2574095	IntergenicRegion_1811_Rv2302-Rv2303c	False	Rv2302	NotExcluded	Rv2303c	NotExcluded
NC_000962.3	2575225	2575808	IntergenicRegion_1812_Rv2304c-Rv2305	False	Rv2304c	NotExcluded	Rv2305	NotExcluded
NC_000962.3	2577098	2577107	IntergenicRegion_1813_Rv2305-Rv2306A	False	Rv2305	NotExcluded	Rv2306A	NotExcluded
NC_000962.3	2578696	2579227	IntergenicRegion_1814_Rv2307c-Rv2307A	False	Rv2307c	NotExcluded	Rv2307A	NotExcluded
NC_000962.3	2579419	2579503	IntergenicRegion_1815_Rv2307A-Rv2307B	False	Rv2307A	NotExcluded	Rv2307B	NotExcluded
NC_000962.3	2579935	2580027	IntergenicRegion_1816_Rv2307B-Rv2307D	False	Rv2307B	NotExcluded	Rv2307D	NotExcluded
NC_000962.3	2580210	2580418	IntergenicRegion_1817_Rv2307D-Rv2308	False	Rv2307D	NotExcluded	Rv2308	NotExcluded
NC_000962.3	2581135	2581763	IntergenicRegion_1818_Rv2308-MTB000028	False	Rv2308	NotExcluded	MTB000028	NotExcluded
NC_000962.3	2581837	2581842	IntergenicRegion_1819_MTB000028-Rv2309c	True	MTB000028	NotExcluded	Rv2309c	InsertionSeqs_And_Phages
NC_000962.3	2582298	2583044	IntergenicRegion_1820_Rv2309c-Rv2309A	True	Rv2309c	InsertionSeqs_And_Phages	Rv2309A	NotExcluded
NC_000962.3	2583332	2583434	IntergenicRegion_1821_Rv2309A-Rv2310	True	Rv2309A	NotExcluded	Rv2310	InsertionSeqs_And_Phages
NC_000962.3	2583779	2583883	IntergenicRegion_1822_Rv2310-Rv2311	True	Rv2310	InsertionSeqs_And_Phages	Rv2311	NotExcluded
NC_000962.3	2584408	2584485	IntergenicRegion_1823_Rv2311-Rv2312	False	Rv2311	NotExcluded	Rv2312	NotExcluded
NC_000962.3	2584755	2585051	IntergenicRegion_1824_Rv2312-Rv2313c	False	Rv2312	NotExcluded	Rv2313c	NotExcluded
NC_000962.3	2585906	2585916	IntergenicRegion_1825_Rv2313c-Rv2314c	False	Rv2313c	NotExcluded	Rv2314c	NotExcluded
NC_000962.3	2588804	2588837	IntergenicRegion_1826_Rv2315c-Rv2316	False	Rv2315c	NotExcluded	Rv2316	NotExcluded
NC_000962.3	2591840	2591847	IntergenicRegion_1827_Rv2318-Rv2319c	False	Rv2318	NotExcluded	Rv2319c	NotExcluded
NC_000962.3	2596269	2596333	IntergenicRegion_1828_Rv2323c-Rv2324	False	Rv2323c	NotExcluded	Rv2324	NotExcluded
NC_000962.3	2596780	2597008	IntergenicRegion_1829_Rv2324-Rv2325c	False	Rv2324	NotExcluded	Rv2325c	NotExcluded
NC_000962.3	2599947	2599987	IntergenicRegion_1830_Rv2326c-Rv2327	False	Rv2326c	NotExcluded	Rv2327	NotExcluded
NC_000962.3	2600479	2600730	IntergenicRegion_1831_Rv2327-Rv2328	True	Rv2327	NotExcluded	Rv2328	PE/PPEs
NC_000962.3	2601879	2601913	IntergenicRegion_1832_Rv2328-Rv2329c	True	Rv2328	PE/PPEs	Rv2329c	NotExcluded
NC_000962.3	2603461	2603694	IntergenicRegion_1833_Rv2329c-Rv2330c	False	Rv2329c	NotExcluded	Rv2330c	NotExcluded
NC_000962.3	2604222	2604296	IntergenicRegion_1834_Rv2330c-Rv2331	False	Rv2330c	NotExcluded	Rv2331	NotExcluded
NC_000962.3	2604683	2604739	IntergenicRegion_1835_Rv2331-Rv2331A	False	Rv2331	NotExcluded	Rv2331A	NotExcluded
NC_000962.3	2605078	2605107	IntergenicRegion_1836_Rv2331A-Rv2332	False	Rv2331A	NotExcluded	Rv2332	NotExcluded
NC_000962.3	2608321	2608795	IntergenicRegion_1837_Rv2333c-Rv2334	False	Rv2333c	NotExcluded	Rv2334	NotExcluded
NC_000962.3	2609728	2609731	IntergenicRegion_1838_Rv2334-Rv2335	False	Rv2334	NotExcluded	Rv2335	NotExcluded
NC_000962.3	2610421	2610836	IntergenicRegion_1839_Rv2335-Rv2336	False	Rv2335	NotExcluded	Rv2336	NotExcluded
NC_000962.3	2611805	2611868	IntergenicRegion_1840_Rv2336-Rv2337c	False	Rv2336	NotExcluded	Rv2337c	NotExcluded
NC_000962.3	2612987	2613106	IntergenicRegion_1841_Rv2337c-Rv2338c	False	Rv2337c	NotExcluded	Rv2338c	NotExcluded
NC_000962.3	2614063	2614692	IntergenicRegion_1842_Rv2338c-Rv2339	False	Rv2338c	NotExcluded	Rv2339	NotExcluded
NC_000962.3	2617581	2617666	IntergenicRegion_1843_Rv2339-Rv2340c	True	Rv2339	NotExcluded	Rv2340c	PE/PPEs
NC_000962.3	2618908	2619406	IntergenicRegion_1844_Rv2340c-MTB000029	True	Rv2340c	PE/PPEs	MTB000029	NotExcluded
NC_000962.3	2619479	2619596	IntergenicRegion_1845_MTB000029-Rv2341	False	MTB000029	NotExcluded	Rv2341	NotExcluded
NC_000962.3	2620016	2620271	IntergenicRegion_1846_Rv2341-Rv2342	False	Rv2341	NotExcluded	Rv2342	NotExcluded
NC_000962.3	2620529	2620532	IntergenicRegion_1847_Rv2342-Rv2343c	False	Rv2342	NotExcluded	Rv2343c	NotExcluded
NC_000962.3	2622452	2622456	IntergenicRegion_1848_Rv2343c-Rv2344c	False	Rv2343c	NotExcluded	Rv2344c	NotExcluded
NC_000962.3	2623752	2623820	IntergenicRegion_1849_Rv2344c-Rv2345	False	Rv2344c	NotExcluded	Rv2345	NotExcluded
NC_000962.3	2625803	2625887	IntergenicRegion_1850_Rv2345-Rv2346c	True	Rv2345	NotExcluded	Rv2346c	Coscolla Repetitive Genes
NC_000962.3	2626172	2626222	IntergenicRegion_1851_Rv2346c-Rv2347c	True	Rv2346c	Coscolla Repetitive Genes	Rv2347c	Coscolla Repetitive Genes
NC_000962.3	2626519	2626653	IntergenicRegion_1852_Rv2347c-Rv2348c	True	Rv2347c	Coscolla Repetitive Genes	Rv2348c	NotExcluded
NC_000962.3	2626980	2627171	IntergenicRegion_1853_Rv2348c-Rv2349c	False	Rv2348c	NotExcluded	Rv2349c	NotExcluded
NC_000962.3	2628698	2628780	IntergenicRegion_1854_Rv2349c-Rv2350c	False	Rv2349c	NotExcluded	Rv2350c	NotExcluded
NC_000962.3	2630319	2630536	IntergenicRegion_1855_Rv2350c-Rv2351c	False	Rv2350c	NotExcluded	Rv2351c	NotExcluded
NC_000962.3	2632075	2632922	IntergenicRegion_1856_Rv2351c-Rv2352c	True	Rv2351c	NotExcluded	Rv2352c	PE/PPEs
NC_000962.3	2634098	2634527	IntergenicRegion_1857_Rv2352c-Rv2353c	True	Rv2352c	PE/PPEs	Rv2353c	PE/PPEs
NC_000962.3	2635592	2635627	IntergenicRegion_1858_Rv2353c-Rv2354	True	Rv2353c	PE/PPEs	Rv2354	InsertionSeqs_And_Phages
NC_000962.3	2636889	2637687	IntergenicRegion_1859_Rv2355-Rv2356c	True	Rv2355	InsertionSeqs_And_Phages	Rv2356c	PE/PPEs
NC_000962.3	2639535	2639672	IntergenicRegion_1860_Rv2356c-Rv2357c	True	Rv2356c	PE/PPEs	Rv2357c	NotExcluded
NC_000962.3	2641064	2641245	IntergenicRegion_1861_Rv2357c-Rv2358	False	Rv2357c	NotExcluded	Rv2358	NotExcluded
NC_000962.3	2642042	2642149	IntergenicRegion_1862_Rv2359-Rv2360c	False	Rv2359	NotExcluded	Rv2360c	NotExcluded
NC_000962.3	2644258	2644319	IntergenicRegion_1863_Rv2362c-Rv2363	False	Rv2362c	NotExcluded	Rv2363	NotExcluded
NC_000962.3	2646673	2646746	IntergenicRegion_1864_Rv2364c-Rv2365c	False	Rv2364c	NotExcluded	Rv2365c	NotExcluded
NC_000962.3	2648912	2648915	IntergenicRegion_1865_Rv2367c-Rv2368c	False	Rv2367c	NotExcluded	Rv2368c	NotExcluded
NC_000962.3	2651558	2651752	IntergenicRegion_1866_Rv2370c-Rv2371	True	Rv2370c	NotExcluded	Rv2371	PE/PPEs
NC_000962.3	2651938	2652036	IntergenicRegion_1867_Rv2371-Rv2372c	True	Rv2371	PE/PPEs	Rv2372c	NotExcluded
NC_000962.3	2652825	2652838	IntergenicRegion_1868_Rv2372c-Rv2373c	False	Rv2372c	NotExcluded	Rv2373c	NotExcluded
NC_000962.3	2653987	2654061	IntergenicRegion_1869_Rv2373c-Rv2374c	False	Rv2373c	NotExcluded	Rv2374c	NotExcluded
NC_000962.3	2655093	2655264	IntergenicRegion_1870_Rv2374c-Rv2375	False	Rv2374c	NotExcluded	Rv2375	NotExcluded
NC_000962.3	2655582	2655608	IntergenicRegion_1871_Rv2375-Rv2376c	False	Rv2375	NotExcluded	Rv2376c	NotExcluded
NC_000962.3	2656115	2656214	IntergenicRegion_1872_Rv2376c-Rv2377c	False	Rv2376c	NotExcluded	Rv2377c	NotExcluded
NC_000962.3	2667115	2667254	IntergenicRegion_1873_Rv2380c-Rv2381c	False	Rv2380c	NotExcluded	Rv2381c	NotExcluded
NC_000962.3	2675837	2675935	IntergenicRegion_1874_Rv2383c-Rv2384	False	Rv2383c	NotExcluded	Rv2384	NotExcluded
NC_000962.3	2677633	2677728	IntergenicRegion_1875_Rv2384-Rv2385	False	Rv2384	NotExcluded	Rv2385	NotExcluded
NC_000962.3	2678649	2678652	IntergenicRegion_1876_Rv2385-Rv2386c	False	Rv2385	NotExcluded	Rv2386c	NotExcluded
NC_000962.3	2680005	2680764	IntergenicRegion_1877_Rv2386c-Rv2387	False	Rv2386c	NotExcluded	Rv2387	NotExcluded
NC_000962.3	2683142	2683247	IntergenicRegion_1878_Rv2388c-Rv2389c	False	Rv2388c	NotExcluded	Rv2389c	NotExcluded
NC_000962.3	2684266	2684678	IntergenicRegion_1879_Rv2390c-Rv2391	False	Rv2390c	NotExcluded	Rv2391	NotExcluded
NC_000962.3	2687973	2688009	IntergenicRegion_1880_Rv2393-Rv2394	False	Rv2393	NotExcluded	Rv2394	NotExcluded
NC_000962.3	2689941	2690071	IntergenicRegion_1881_Rv2394-Rv2395	False	Rv2394	NotExcluded	Rv2395	NotExcluded
NC_000962.3	2692075	2692223	IntergenicRegion_1882_Rv2395-Rv2395A	False	Rv2395	NotExcluded	Rv2395A	NotExcluded
NC_000962.3	2692439	2692550	IntergenicRegion_1883_Rv2395A-Rv2395B	False	Rv2395A	NotExcluded	Rv2395B	NotExcluded
NC_000962.3	2692715	2692798	IntergenicRegion_1884_Rv2395B-Rv2396	True	Rv2395B	NotExcluded	Rv2396	PE/PPEs
NC_000962.3	2693884	2693908	IntergenicRegion_1885_Rv2396-Rv2397c	True	Rv2396	PE/PPEs	Rv2397c	NotExcluded
NC_000962.3	2694964	2694980	IntergenicRegion_1886_Rv2397c-Rv2398c	False	Rv2397c	NotExcluded	Rv2398c	NotExcluded
NC_000962.3	2697714	2697727	IntergenicRegion_1887_Rv2400c-Rv2401	False	Rv2400c	NotExcluded	Rv2401	NotExcluded
NC_000962.3	2698245	2698528	IntergenicRegion_1888_Rv2401A-Rv2402	False	Rv2401A	NotExcluded	Rv2402	NotExcluded
NC_000962.3	2700457	2700534	IntergenicRegion_1889_Rv2402-Rv2403c	False	Rv2402	NotExcluded	Rv2403c	NotExcluded
NC_000962.3	2703248	2703268	IntergenicRegion_1890_Rv2404c-Rv2405	False	Rv2404c	NotExcluded	Rv2405	NotExcluded
NC_000962.3	2703838	2704008	IntergenicRegion_1891_Rv2405-Rv2406c	False	Rv2405	NotExcluded	Rv2406c	NotExcluded
NC_000962.3	2704437	2704696	IntergenicRegion_1892_Rv2406c-Rv2407	False	Rv2406c	NotExcluded	Rv2407	NotExcluded
NC_000962.3	2705518	2706016	IntergenicRegion_1893_Rv2407-Rv2408	True	Rv2407	NotExcluded	Rv2408	PE/PPEs
NC_000962.3	2709965	2710074	IntergenicRegion_1894_Rv2411c-Rv2412	False	Rv2411c	NotExcluded	Rv2412	NotExcluded
NC_000962.3	2710335	2710350	IntergenicRegion_1895_Rv2412-Rv2413c	False	Rv2412	NotExcluded	Rv2413c	NotExcluded
NC_000962.3	2711301	2711331	IntergenicRegion_1896_Rv2413c-Rv2414c	False	Rv2413c	NotExcluded	Rv2414c	NotExcluded
NC_000962.3	2712876	2712890	IntergenicRegion_1897_Rv2414c-Rv2415c	False	Rv2414c	NotExcluded	Rv2415c	NotExcluded
NC_000962.3	2713784	2714123	IntergenicRegion_1898_Rv2415c-Rv2416c	False	Rv2415c	NotExcluded	Rv2416c	NotExcluded
NC_000962.3	2715332	2715471	IntergenicRegion_1899_Rv2416c-Rv2417c	False	Rv2416c	NotExcluded	Rv2417c	NotExcluded
NC_000962.3	2716314	2716394	IntergenicRegion_1900_Rv2417c-Rv2418c	False	Rv2417c	NotExcluded	Rv2418c	NotExcluded
NC_000962.3	2718808	2719082	IntergenicRegion_1901_Rv2421c-Rv2422	False	Rv2421c	NotExcluded	Rv2422	NotExcluded
NC_000962.3	2719355	2719596	IntergenicRegion_1902_Rv2422-Rv2423	False	Rv2422	NotExcluded	Rv2423	NotExcluded
NC_000962.3	2720643	2720775	IntergenicRegion_1903_Rv2423-Rv2424c	True	Rv2423	NotExcluded	Rv2424c	InsertionSeqs_And_Phages
NC_000962.3	2721777	2721865	IntergenicRegion_1904_Rv2424c-Rv2425c	True	Rv2424c	InsertionSeqs_And_Phages	Rv2425c	NotExcluded
NC_000962.3	2724183	2724229	IntergenicRegion_1905_Rv2426c-Rv2427c	False	Rv2426c	NotExcluded	Rv2427c	NotExcluded
NC_000962.3	2725477	2725570	IntergenicRegion_1906_Rv2427c-Rv2427A	False	Rv2427c	NotExcluded	Rv2427A	NotExcluded
NC_000962.3	2726087	2726192	IntergenicRegion_1907_Rv2427A-Rv2428	False	Rv2427A	NotExcluded	Rv2428	NotExcluded
