Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	Functional_Category	Is_Pseudogene	Product	PEandPPE_Subfamily	ExcludedGroup_Category
NC_000962.3	1940287	1941679	+	Rv1713	engA	CDS	intermediary metabolism and respiration	No	Probable GTP-binding protein EngA	None	NotExcluded
NC_000962.3	1941852	1942665	+	Rv1714	Rv1714	CDS	intermediary metabolism and respiration	No	Probable oxidoreductase	None	NotExcluded
NC_000962.3	1942658	1943573	+	Rv1715	fadB3	CDS	lipid metabolism	No	Probable 3-hydroxybutyryl-CoA dehydrogenase FadB3 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	None	NotExcluded
NC_000962.3	1943575	1944406	+	Rv1716	Rv1716	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1944405	1944756	+	Rv1717	Rv1717	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1944808	1945627	+	Rv1718	Rv1718	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1945640	1946420	+	Rv1719	Rv1719	CDS	regulatory proteins	No	Probable transcriptional regulatory protein	None	NotExcluded
NC_000962.3	1946612	1946686	+	MTB000024	proT	tRNA	stable RNAs	No	tRNA-Pro (GGG)	None	NotExcluded
NC_000962.3	1947029	1947419	-	Rv1720c	vapC12	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC12	None	NotExcluded
NC_000962.3	1947415	1947643	-	Rv1721c	vapB12	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB12	None	NotExcluded
NC_000962.3	1947860	1949345	+	Rv1722	Rv1722	CDS	lipid metabolism	No	Possible carboxylase	None	NotExcluded
NC_000962.3	1949341	1950589	+	Rv1723	Rv1723	CDS	intermediary metabolism and respiration	No	Probable hydrolase	None	NotExcluded
NC_000962.3	1950631	1951051	-	Rv1724c	Rv1724c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	1951040	1951751	-	Rv1725c	Rv1725c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1951851	1953237	+	Rv1726	Rv1726	CDS	intermediary metabolism and respiration	No	Probable oxidoreductase	None	NotExcluded
NC_000962.3	1953269	1953839	+	Rv1727	Rv1727	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1953863	1954634	-	Rv1728c	Rv1728c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1954630	1955569	-	Rv1729c	Rv1729c	CDS	lipid metabolism	No	Possible S-adenosylmethionine-dependent methyltransferase	None	NotExcluded
NC_000962.3	1955691	1957245	-	Rv1730c	Rv1730c	CDS	cell wall and cell processes	No	Possible penicillin-binding protein	None	NotExcluded
NC_000962.3	1957676	1959233	+	Rv1731	gabD2	CDS	intermediary metabolism and respiration	No	Possible succinate-semialdehyde dehydrogenase [NADP+] dependent (SSDH) GabD2	None	NotExcluded
NC_000962.3	1959242	1959791	-	Rv1732c	Rv1732c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	1959854	1960487	-	Rv1733c	Rv1733c	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	1960773	1961016	-	Rv1734c	Rv1734c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1961290	1961788	-	Rv1735c	Rv1735c	CDS	cell wall and cell processes	No	Hypothetical membrane protein	None	NotExcluded
NC_000962.3	1962227	1964186	-	Rv1736c	narX	CDS	intermediary metabolism and respiration	No	Probable nitrate reductase NarX	None	NotExcluded
NC_000962.3	1964182	1965370	-	Rv1737c	narK2	CDS	cell wall and cell processes	No	Possible nitrate/nitrite transporter NarK2	None	NotExcluded
NC_000962.3	1965656	1965941	+	Rv1738	Rv1738	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	1965954	1967637	-	Rv1739c	Rv1739c	CDS	cell wall and cell processes	No	Probable sulphate-transport transmembrane protein ABC transporter	None	NotExcluded
NC_000962.3	1967704	1967917	+	Rv1740	vapB34	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB34	None	NotExcluded
NC_000962.3	1967916	1968165	+	Rv1741	vapC34	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC34. Contains PIN domain.	None	NotExcluded
NC_000962.3	1968172	1968910	+	Rv1742	Rv1742	CDS	unknown	No	Unknown protein	None	NotExcluded
NC_000962.3	1969003	1970704	+	Rv1743	pknE	CDS	regulatory proteins	No	Probable transmembrane serine/threonine-protein kinase E PknE (protein kinase E) (STPK E)	None	NotExcluded
NC_000962.3	1970988	1971390	-	Rv1744c	Rv1744c	CDS	cell wall and cell processes	No	Probable membrane protein	None	NotExcluded
NC_000962.3	1971379	1971991	-	Rv1745c	idi	CDS	intermediary metabolism and respiration	No	Probable isopentenyl-diphosphate delta-isomerase Idi (IPP isomerase) (isopentenyl pyrophosphate isomerase)	None	NotExcluded
NC_000962.3	1972137	1973568	+	Rv1746	pknF	CDS	regulatory proteins	No	Anchored-membrane serine/threonine-protein kinase PknF (protein kinase F) (STPK F)	None	NotExcluded
NC_000962.3	1973629	1976227	+	Rv1747	Rv1747	CDS	cell wall and cell processes	No	Probable conserved transmembrane ATP-binding protein ABC transporter	None	NotExcluded
NC_000962.3	1976599	1977331	+	Rv1748	Rv1748	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	1977327	1977885	-	Rv1749c	Rv1749c	CDS	cell wall and cell processes	No	Possible integral membrane protein	None	NotExcluded
NC_000962.3	1977968	1979567	-	Rv1750c	fadD1	CDS	lipid metabolism	No	Possible fatty-acid-CoA ligase FadD1 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	None	NotExcluded
NC_000962.3	1979620	1981003	+	Rv1751	Rv1751	CDS	intermediary metabolism and respiration	No	Probable oxidoreductase	None	NotExcluded
NC_000962.3	1981129	1981579	+	Rv1752	Rv1752	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	1981613	1984775	-	Rv1753c	PPE24	CDS	PE/PPE	No	PPE family protein PPE24	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	1984978	1986670	-	Rv1754c	Rv1754c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	1986853	1987696	-	Rv1755c	plcD	CDS	intermediary metabolism and respiration	No	Probable phospholipase C 4 (fragment) PlcD	None	NotExcluded
NC_000962.3	1987744	1988731	-	Rv1756c	Rv1756c	CDS	insertion seqs and phages	No	Putative transposase	None	InsertionSeqs_And_Phages
NC_000962.3	1988679	1989006	-	Rv1757c	Rv1757c	CDS	insertion seqs and phages	No	Putative transposase for insertion sequence element IS6110 (fragment)	None	InsertionSeqs_And_Phages
NC_000962.3	1989041	1989566	+	Rv1758	cut1	CDS	cell wall and cell processes	No	Probable cutinase Cut1	None	NotExcluded
NC_000962.3	1989832	1992577	-	Rv1759c	wag22	CDS	PE/PPE	No	PE-PGRS family protein Wag22	PE_V_PGRS	PE/PPEs
NC_000962.3	1993152	1994661	+	Rv1760	Rv1760	CDS	lipid metabolism	No	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	None	NotExcluded
NC_000962.3	1994670	1995054	-	Rv1761c	Rv1761c	CDS	cell wall and cell processes	No	Possible exported protein	None	NotExcluded
NC_000962.3	1995053	1995842	-	Rv1762c	Rv1762c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	1996151	1996478	+	Rv1763	Rv1763	CDS	insertion seqs and phages	No	Putative transposase for insertion sequence element IS6110 (fragment)	None	InsertionSeqs_And_Phages
NC_000962.3	1996426	1997413	+	Rv1764	Rv1764	CDS	insertion seqs and phages	No	Putative transposase	None	InsertionSeqs_And_Phages
NC_000962.3	1997417	1998515	-	Rv1765c	Rv1765c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	Coscolla Repetitive Genes
NC_000962.3	1999141	1999357	-	Rv1765A	Rv1765A	CDS	insertion seqs and phages	No	Putative transposase (fragment)	None	InsertionSeqs_And_Phages
NC_000962.3	1999736	2000006	+	Rv1766	Rv1766	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2000073	2000433	+	Rv1767	Rv1767	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2000613	2002470	+	Rv1768	PE_PGRS31	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS31	PE_V_PGRS	PE/PPEs
NC_000962.3	2002625	2003870	+	Rv1769	Rv1769	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2003877	2005164	+	Rv1770	Rv1770	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2005160	2006447	+	Rv1771	Rv1771	CDS	intermediary metabolism and respiration	No	L-gulono-1,4-lactone dehydrogenase	None	NotExcluded
NC_000962.3	2006635	2006947	+	Rv1772	Rv1772	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2007019	2007766	-	Rv1773c	Rv1773c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2007831	2009172	+	Rv1774	Rv1774	CDS	intermediary metabolism and respiration	No	Probable oxidoreductase	None	NotExcluded
NC_000962.3	2009171	2009990	+	Rv1775	Rv1775	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2009994	2010555	-	Rv1776c	Rv1776c	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2010655	2011960	+	Rv1777	cyp144	CDS	intermediary metabolism and respiration	No	Probable cytochrome P450 144 Cyp144	None	NotExcluded
NC_000962.3	2012080	2012530	-	Rv1778c	Rv1778c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	2012685	2014479	-	Rv1779c	Rv1779c	CDS	cell wall and cell processes	No	Possible integral membrane protein	None	NotExcluded
NC_000962.3	2014698	2015262	+	Rv1780	Rv1780	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2015301	2017476	-	Rv1781c	malQ	CDS	intermediary metabolism and respiration	No	Probable 4-alpha-glucanotransferase MalQ (amylomaltase) (disproportionating enzyme) (D-enzyme)	None	NotExcluded
NC_000962.3	2017739	2019260	+	Rv1782	eccB5	CDS	cell wall and cell processes	No	ESX conserved component EccB5. ESX-5 type VII secretion system protein. Probable membrane protein.	None	NotExcluded
NC_000962.3	2019256	2023432	+	Rv1783	eccC5	CDS	cell wall and cell processes	No	ESX conserved component EccC5. ESX-5 type VII secretion system protein.	None	NotExcluded
NC_000962.3	2023446	2024628	-	Rv1785c	cyp143	CDS	intermediary metabolism and respiration	No	Probable cytochrome P450 143 Cyp143	None	NotExcluded
NC_000962.3	2024827	2025031	+	Rv1786	Rv1786	CDS	intermediary metabolism and respiration	No	Probable ferredoxin	None	NotExcluded
NC_000962.3	2025300	2026398	+	Rv1787	PPE25	CDS	PE/PPE	No	PPE family protein PPE25	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2026476	2026776	+	Rv1788	PE18	CDS	PE/PPE	No	PE family protein PE18	PE_IV_	PE/PPEs
NC_000962.3	2026789	2027971	+	Rv1789	PPE26	CDS	PE/PPE	No	PPE family protein PPE26	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2028424	2029477	+	Rv1790	PPE27	CDS	PE/PPE	No	PPE family protein PPE27	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2029903	2030203	+	Rv1791	PE19	CDS	PE/PPE	No	PE family protein PE19	PE_IV_	PE/PPEs
NC_000962.3	2030346	2030643	+	Rv1792	esxM	CDS	cell wall and cell processes	Yes	ESAT-6 like protein EsxM	None	NotExcluded
NC_000962.3	2030693	2030978	+	Rv1793	esxN	CDS	cell wall and cell processes	No	Putative ESAT-6 like protein EsxN (ESAT-6 like protein 5)	None	Coscolla Repetitive Genes
NC_000962.3	2031065	2031968	+	Rv1794	Rv1794	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2032239	2033751	+	Rv1795	eccD5	CDS	cell wall and cell processes	No	ESX conserved component EccD5. ESX-5 type VII secretion system protein. Probable membrane protein.	None	NotExcluded
NC_000962.3	2033728	2035486	+	Rv1796	mycP5	CDS	intermediary metabolism and respiration	No	Probable proline rich membrane-anchored mycosin MycP5 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-5)	None	NotExcluded
NC_000962.3	2035482	2036703	+	Rv1797	eccE5	CDS	cell wall and cell processes	No	ESX conserved component EccE5. ESX-5 type VII secretion system protein. Probable membrane protein.	None	NotExcluded
NC_000962.3	2036699	2038532	+	Rv1798	eccA5	CDS	cell wall and cell processes	No	ESX conserved component EccA5. ESX-5 type VII secretion system protein.	None	NotExcluded
NC_000962.3	2039158	2039350	+	Rv1799	lppT	CDS	cell wall and cell processes	No	Probable lipoprotein LppT	None	NotExcluded
NC_000962.3	2039452	2041420	+	Rv1800	PPE28	CDS	PE/PPE	No	PPE family protein PPE28	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	2042000	2043272	+	Rv1801	PPE29	CDS	PE/PPE	No	PPE family protein PPE29	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2043383	2044775	+	Rv1802	PPE30	CDS	PE/PPE	No	PPE family protein PPE30	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2044922	2046842	-	Rv1803c	PE_PGRS32	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS32	PE_V_PGRS	PE/PPEs
NC_000962.3	2047022	2047349	-	Rv1804c	Rv1804c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2047686	2048034	-	Rv1805c	Rv1805c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2048071	2048371	+	Rv1806	PE20	CDS	PE/PPE	No	PE family protein PE20	PE_IV_	PE/PPEs
NC_000962.3	2048397	2049597	+	Rv1807	PPE31	CDS	PE/PPE	No	PPE family protein PPE31	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2049920	2051150	+	Rv1808	PPE32	CDS	PE/PPE	No	PPE family protein PPE32	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2051281	2052688	+	Rv1809	PPE33	CDS	PE/PPE	No	PPE family protein PPE33	PPE_SL-4_PPE-SVP	PE/PPEs
NC_000962.3	2052932	2053289	+	Rv1810	Rv1810	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2053442	2054147	+	Rv1811	mgtC	CDS	cell wall and cell processes	No	Possible Mg2+ transport P-type ATPase C MgtC	None	NotExcluded
NC_000962.3	2054156	2055359	-	Rv1812c	Rv1812c	CDS	intermediary metabolism and respiration	No	Probable dehydrogenase	None	NotExcluded
NC_000962.3	2055680	2056112	-	Rv1813c	Rv1813c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2056520	2057423	+	Rv1814	erg3	CDS	lipid metabolism	No	Membrane-bound C-5 sterol desaturase Erg3 (sterol-C5-desaturase)	None	NotExcluded
NC_000962.3	2057527	2058193	+	Rv1815	Rv1815	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2058255	2058960	+	Rv1816	Rv1816	CDS	regulatory proteins	No	Possible transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2059594	2061058	+	Rv1817	Rv1817	CDS	intermediary metabolism and respiration	No	Possible flavoprotein	None	NotExcluded
NC_000962.3	2061177	2062674	-	Rv1818c	PE_PGRS33	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS33	PE_V_PGRS	PE/PPEs
NC_000962.3	2062808	2064728	-	Rv1819c	bacA	CDS	cell wall and cell processes	No	Probable drug-transport transmembrane ATP-binding protein ABC transporter BacA	None	NotExcluded
NC_000962.3	2064798	2066442	+	Rv1820	ilvG	CDS	intermediary metabolism and respiration	No	Probable acetolactate synthase IlvG (acetohydroxy-acid synthase)(ALS)	None	NotExcluded
NC_000962.3	2066456	2068883	+	Rv1821	secA2	CDS	cell wall and cell processes	No	Possible preprotein translocase ATPase SecA2	None	NotExcluded
NC_000962.3	2069079	2069709	+	Rv1822	pgsA2	CDS	lipid metabolism	No	Probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA2 (PGP synthase) (phosphatidylglycerophosphate synthase) (3-phosphatidyl-1'-glycerol-3'phosphate synthase)	None	NotExcluded
NC_000962.3	2069701	2070625	+	Rv1823	Rv1823	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2070653	2071019	+	Rv1824	Rv1824	CDS	cell wall and cell processes	No	Conserved hypothetical membrane protein	None	NotExcluded
NC_000962.3	2071035	2071914	+	Rv1825	Rv1825	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2071951	2072356	+	Rv1826	gcvH	CDS	intermediary metabolism and respiration	No	Probable glycine cleavage system H protein GcvH	None	NotExcluded
NC_000962.3	2072595	2073084	+	Rv1827	garA	CDS	conserved hypotheticals	No	Conserved protein with FHA domain, GarA	None	NotExcluded
NC_000962.3	2073080	2073824	+	Rv1828	Rv1828	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2073942	2074437	+	Rv1829	Rv1829	CDS	conserved hypotheticals	No	Conserved protein	None	Coscolla Repetitive Genes
NC_000962.3	2074840	2075518	+	Rv1830	Rv1830	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2075570	2075828	+	Rv1831	Rv1831	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2075876	2078702	+	Rv1832	gcvB	CDS	intermediary metabolism and respiration	No	Probable glycine dehydrogenase GcvB (glycine decarboxylase) (glycine cleavage system P-protein)	None	NotExcluded
NC_000962.3	2078928	2079789	-	Rv1833c	Rv1833c	CDS	intermediary metabolism and respiration	No	Possible haloalkane dehalogenase	None	NotExcluded
NC_000962.3	2079829	2080696	+	Rv1834	lipZ	CDS	intermediary metabolism and respiration	No	Probable hydrolase	None	NotExcluded
NC_000962.3	2080700	2082587	-	Rv1835c	Rv1835c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2082602	2084636	-	Rv1836c	Rv1836c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2084755	2086981	-	Rv1837c	glcB	CDS	intermediary metabolism and respiration	No	Malate synthase G GlcB	None	NotExcluded
NC_000962.3	2087256	2087652	-	Rv1838c	vapC13	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC13	None	NotExcluded
NC_000962.3	2087648	2087912	-	Rv1839c	vapB13	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB13	None	NotExcluded
NC_000962.3	2087970	2089518	-	Rv1840c	PE_PGRS34	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS34	PE_V_PGRS	PE/PPEs
NC_000962.3	2089680	2090718	-	Rv1841c	Rv1841c	CDS	cell wall and cell processes	No	Conserved hypothetical membrane protein	None	NotExcluded
NC_000962.3	2090717	2092085	-	Rv1842c	Rv1842c	CDS	cell wall and cell processes	No	Conserved hypothetical membrane protein	None	NotExcluded
NC_000962.3	2092258	2093698	-	Rv1843c	guaB1	CDS	intermediary metabolism and respiration	No	Probable inosine-5'-monophosphate dehydrogenase GuaB1(imp dehydrogenase) (IMPDH) (IMPD)	None	NotExcluded
NC_000962.3	2093730	2095188	-	Rv1844c	gnd1	CDS	intermediary metabolism and respiration	No	Probable 6-phosphogluconate dehydrogenase Gnd1	None	NotExcluded
NC_000962.3	2095217	2096168	-	Rv1845c	blaR	CDS	cell wall and cell processes	No	Possible sensor-transducer protein BlaR	None	NotExcluded
NC_000962.3	2096182	2096599	-	Rv1846c	blaI	CDS	regulatory proteins	No	Transcriptional repressor BlaI	None	NotExcluded
NC_000962.3	2096876	2097299	+	Rv1847	Rv1847	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2097347	2097650	+	Rv1848	ureA	CDS	intermediary metabolism and respiration	No	Urease gamma subunit UreA (urea amidohydrolase)	None	NotExcluded
NC_000962.3	2097646	2097961	+	Rv1849	ureB	CDS	intermediary metabolism and respiration	No	Urease beta subunit UreB (urea amidohydrolase)	None	NotExcluded
NC_000962.3	2097960	2099694	+	Rv1850	ureC	CDS	intermediary metabolism and respiration	No	Urease alpha subunit UreC (urea amidohydrolase)	None	NotExcluded
NC_000962.3	2099693	2100329	+	Rv1851	ureF	CDS	intermediary metabolism and respiration	No	Urease accessory protein UreF	None	NotExcluded
NC_000962.3	2100339	2101014	+	Rv1852	ureG	CDS	intermediary metabolism and respiration	No	Urease accessory protein UreG	None	NotExcluded
NC_000962.3	2101021	2101648	+	Rv1853	ureD	CDS	intermediary metabolism and respiration	No	Probable urease accessory protein UreD	None	NotExcluded
NC_000962.3	2101650	2103042	-	Rv1854c	ndh	CDS	intermediary metabolism and respiration	No	Probable NADH dehydrogenase Ndh	None	NotExcluded
NC_000962.3	2103183	2104107	-	Rv1855c	Rv1855c	CDS	intermediary metabolism and respiration	No	Possible oxidoreductase	None	NotExcluded
NC_000962.3	2104145	2104823	-	Rv1856c	Rv1856c	CDS	intermediary metabolism and respiration	No	Possible oxidoreductase	None	NotExcluded
NC_000962.3	2104984	2105770	+	Rv1857	modA	CDS	cell wall and cell processes	No	Probable molybdate-binding lipoprotein ModA	None	NotExcluded
NC_000962.3	2105772	2106567	+	Rv1858	modB	CDS	cell wall and cell processes	No	Probable molybdenum-transport integral membrane protein ABC transporter ModB	None	NotExcluded
NC_000962.3	2106573	2107683	+	Rv1859	modC	CDS	cell wall and cell processes	No	Probable molybdenum-transport ATP-binding protein ABC transporter ModC	None	NotExcluded
NC_000962.3	2107735	2108713	+	Rv1860	apa	CDS	cell wall and cell processes	No	Alanine and proline rich secreted protein Apa (fibronectin attachment protein) (immunogenic protein MPT32) (antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen)	None	NotExcluded
NC_000962.3	2109164	2109470	+	Rv1861	Rv1861	CDS	cell wall and cell processes	No	Probable conserved transmembrane protein	None	NotExcluded
NC_000962.3	2109543	2110584	+	Rv1862	adhA	CDS	intermediary metabolism and respiration	No	Probable alcohol dehydrogenase AdhA	None	NotExcluded
NC_000962.3	2110590	2111361	-	Rv1863c	Rv1863c	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	2111353	2112109	-	Rv1864c	Rv1864c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2112105	2112966	-	Rv1865c	Rv1865c	CDS	intermediary metabolism and respiration	No	Probable short-chain type dehydrogenase	None	NotExcluded
NC_000962.3	2113139	2115476	+	Rv1866	Rv1866	CDS	lipid metabolism	No	Conserved protein	None	NotExcluded
NC_000962.3	2115763	2117248	+	Rv1867	Rv1867	CDS	lipid metabolism	No	Conserved protein	None	NotExcluded
NC_000962.3	2117346	2119446	+	Rv1868	Rv1868	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2119459	2120695	-	Rv1869c	Rv1869c	CDS	intermediary metabolism and respiration	No	Probable reductase	None	NotExcluded
NC_000962.3	2120794	2121430	-	Rv1870c	Rv1870c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2121494	2121884	-	Rv1871c	Rv1871c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2121906	2123151	-	Rv1872c	lldD2	CDS	intermediary metabolism and respiration	No	Possible L-lactate dehydrogenase (cytochrome) LldD2	None	NotExcluded
NC_000962.3	2123173	2123611	+	Rv1873	Rv1873	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2123683	2124370	+	Rv1874	Rv1874	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	2124380	2124824	+	Rv1875	Rv1875	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2125339	2125819	+	Rv1876	bfrA	CDS	intermediary metabolism and respiration	No	Probable bacterioferritin BfrA	None	NotExcluded
NC_000962.3	2125903	2127967	+	Rv1877	Rv1877	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	2128021	2129374	+	Rv1878	glnA3	CDS	intermediary metabolism and respiration	No	Probable glutamine synthetase GlnA3 (glutamine synthase) (GS-I)	None	NotExcluded
NC_000962.3	2129376	2130513	+	Rv1879	Rv1879	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2130540	2131857	-	Rv1880c	cyp140	CDS	intermediary metabolism and respiration	No	Probable cytochrome P450 140 Cyp140	None	NotExcluded
NC_000962.3	2131906	2132329	-	Rv1881c	lppE	CDS	cell wall and cell processes	No	Possible conserved lipoprotein LppE	None	NotExcluded
NC_000962.3	2132369	2133203	-	Rv1882c	Rv1882c	CDS	intermediary metabolism and respiration	No	Probable short-chain type dehydrogenase/reductase	None	NotExcluded
NC_000962.3	2133230	2133692	-	Rv1883c	Rv1883c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2133730	2134261	-	Rv1884c	rpfC	CDS	cell wall and cell processes	No	Probable resuscitation-promoting factor RpfC	None	NotExcluded
NC_000962.3	2134272	2134872	-	Rv1885c	Rv1885c	CDS	intermediary metabolism and respiration	No	Chorismate mutase	None	NotExcluded
NC_000962.3	2134889	2135867	-	Rv1886c	fbpB	CDS	lipid metabolism	No	Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen)	None	NotExcluded
NC_000962.3	2136257	2137400	+	Rv1887	Rv1887	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2137518	2138079	-	Rv1888c	Rv1888c	CDS	cell wall and cell processes	No	Possible transmembrane protein	None	NotExcluded
NC_000962.3	2138443	2138617	-	Rv1888A	Rv1888A	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2138660	2139017	-	Rv1889c	Rv1889c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2139075	2139687	-	Rv1890c	Rv1890c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2139740	2140148	+	Rv1891	Rv1891	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2140164	2140476	+	Rv1892	Rv1892	CDS	cell wall and cell processes	No	Probable membrane protein	None	NotExcluded
NC_000962.3	2140485	2140704	+	Rv1893	Rv1893	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2140738	2141869	-	Rv1894c	Rv1894c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2142520	2143675	+	Rv1895	Rv1895	CDS	intermediary metabolism and respiration	No	Possible dehydrogenase	None	NotExcluded
NC_000962.3	2143534	2144446	-	Rv1896c	Rv1896c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2144450	2144882	-	Rv1897c	Rv1897c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
