Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	2678652	2680005	-	Rv2386c	mbtI	CDS	NotExcluded	None	Isochorismate synthase MbtI	lipid metabolism	No	0.9992403711915907	97.26533628972653	0.0	64.15373244641538	1.0	1.0	1.0	1353
NC_000962.3	2680764	2682018	+	Rv2387	Rv2387	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	61.72248803827751	1.0	1.0	1.0	1254
NC_000962.3	2682014	2683142	-	Rv2388c	hemN	CDS	NotExcluded	None	Probable oxygen-independent coproporphyrinogen III oxidase HemN (coproporphyrinogenase) (coprogen oxidase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	69.06028368794327	1.0	1.0	1.0	1128
NC_000962.3	2683247	2683712	-	Rv2389c	rpfD	CDS	NotExcluded	None	Probable resuscitation-promoting factor RpfD	cell wall and cell processes	No	1.0	100.0	0.0	60.86021505376344	0.9956989247311828	1.0	1.0	465
NC_000962.3	2683708	2684266	-	Rv2390c	Rv2390c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	62.72401433691756	1.0	1.0	1.0	558
NC_000962.3	2684678	2686370	+	Rv2391	sirA	CDS	NotExcluded	None	Ferredoxin-dependent sulfite reductase SirA	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.00709219858156	1.0	1.0	1.0	1692
NC_000962.3	2686366	2687131	+	Rv2392	cysH	CDS	NotExcluded	None	Probable 3'-phosphoadenosine 5'-phosphosulfate reductase CysH (PAPS reductase, thioredoxin DEP.) (padops reductase) (3'- phosphoadenylylsulfate reductase) (PAPS sulfotransferase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.18300653594771	0.9999455337516341	1.0	1.0	765
NC_000962.3	2687127	2687973	+	Rv2393	che1	CDS	NotExcluded	None	Ferrochelatase Che1	intermediary metabolism and respiration	No	1.0	100.0	0.0	69.38534278959811	0.9741922777777777	1.0	1.0	846
NC_000962.3	2688009	2689941	+	Rv2394	ggtB	CDS	NotExcluded	None	Probable gamma-glutamyltranspeptidase precursor GgtB (gamma-glutamyltransferase) (glutamyl transpeptidase)	intermediary metabolism and respiration	No	0.9990942028985508	98.18840579710145	0.0	67.13250517598344	1.0	1.0	1.0	1932
NC_000962.3	2690071	2692075	+	Rv2395	Rv2395	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No	0.9999584165003326	99.8502994011976	0.0	63.92215568862275	1.0	1.0	1.0	2004
NC_000962.3	2692223	2692439	+	Rv2395A	aprA	CDS	NotExcluded	None	Acid and phagosome regulated protein A AprA	conserved hypotheticals	No	1.0	100.0	0.0	67.5925925925926	1.0	1.0	1.0	216
NC_000962.3	2692550	2692715	+	Rv2395B	aprB	CDS	NotExcluded	None	Acid and phagosome regulated protein B AprB	conserved hypotheticals	No	1.0	100.0	0.0	67.87878787878788	1.0	1.0	1.0	165
NC_000962.3	2692798	2693884	+	Rv2396	PE_PGRS41	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS41	PE/PPE	No	0.8366329036218539	37.01657458563536	0.0	74.95395948434623	1.0	1.0	1.0	1086
NC_000962.3	2693908	2694964	-	Rv2397c	cysA1	CDS	NotExcluded	None	Sulfate-transport ATP-binding protein ABC transporter CysA1	cell wall and cell processes	No	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	1056
NC_000962.3	2694980	2695799	-	Rv2398c	cysW	CDS	NotExcluded	None	Probable sulfate-transport integral membrane protein ABC transporter CysW	cell wall and cell processes	No	0.9977275810609144	91.81929181929182	0.0	62.51526251526251	1.0	1.0	1.0	819
NC_000962.3	2695795	2696647	-	Rv2399c	cysT	CDS	NotExcluded	None	Probable sulfate-transport integral membrane protein ABC transporter CysT	cell wall and cell processes	No	0.9999673969744391	99.88262910798123	0.0	64.31924882629107	1.0	1.0	1.0	852
NC_000962.3	2696643	2697714	-	Rv2400c	subI	CDS	NotExcluded	None	Probable sulfate-binding lipoprotein SubI	cell wall and cell processes	No	0.9999221910986615	99.71988795518207	0.0	62.931839402427634	1.0	1.0	1.0	1071
NC_000962.3	2697727	2698057	+	Rv2401	Rv2401	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	63.333333333333336	1.0	1.0	1.0	330
NC_000962.3	2698041	2698245	-	Rv2401A	Rv2401A	CDS	NotExcluded	None	Possible conserved membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	67.15686274509804	1.0	1.0	1.0	204
NC_000962.3	2698528	2700457	+	Rv2402	Rv2402	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	66.04458268532919	1.0	1.0	1.0	1929
NC_000962.3	2700534	2701290	-	Rv2403c	lppR	CDS	NotExcluded	None	Probable conserved lipoprotein LppR	cell wall and cell processes	No	0.9991916519694298	97.08994708994709	0.0	64.55026455026454	1.0	1.0	1.0	756
NC_000962.3	2701286	2703248	-	Rv2404c	lepA	CDS	NotExcluded	None	Probable GTP-binding protein LepA (GTP-binding elongation factor)	intermediary metabolism and respiration	No	1.0	100.0	0.0	63.91437308868502	1.0	1.0	1.0	1962
NC_000962.3	2703268	2703838	+	Rv2405	Rv2405	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	570
NC_000962.3	2704008	2704437	-	Rv2406c	Rv2406c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9995467495467495	98.36829836829837	0.0	62.47086247086247	0.9984615384615385	1.0	1.0	429
NC_000962.3	2704696	2705518	+	Rv2407	Rv2407	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9991213841578805	98.90510948905109	0.0	66.05839416058394	1.0	1.0	1.0	822
NC_000962.3	2706016	2706736	+	Rv2408	PE24	CDS	PE/PPEs	None	Possible PE family-related protein PE24	PE/PPE	No	1.0	100.0	0.0	65.13888888888889	1.0	1.0	1.0	720
NC_000962.3	2706493	2707333	-	Rv2409c	Rv2409c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	63.69047619047619	1.0	1.0	1.0	840
NC_000962.3	2707332	2708310	-	Rv2410c	Rv2410c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	63.59918200408998	1.0	1.0	1.0	978
NC_000962.3	2708309	2709965	-	Rv2411c	Rv2411c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.67391304347827	1.0	1.0	1.0	1656
NC_000962.3	2710074	2710335	+	Rv2412	rpsT	CDS	NotExcluded	None	30S ribosomal protein S20 RpsT	information pathways	No	1.0	100.0	0.0	63.984674329501914	1.0	1.0	1.0	261
NC_000962.3	2710350	2711301	-	Rv2413c	Rv2413c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	69.50578338590957	1.0	1.0	1.0	951
NC_000962.3	2711331	2712876	-	Rv2414c	Rv2414c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	70.35598705501619	1.0	1.0	1.0	1545
NC_000962.3	2712890	2713784	-	Rv2415c	Rv2415c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	68.68008948545861	1.0	1.0	1.0	894
NC_000962.3	2714123	2715332	-	Rv2416c	eis	CDS	NotExcluded	None	Enhanced intracellular survival protein Eis, GCN5-related N-acetyltransferase	virulence, detoxification, adaptation	No	1.0	100.0	0.0	66.08767576509511	1.0	1.0	1.0	1209
NC_000962.3	2715471	2716314	-	Rv2417c	Rv2417c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9987478581784631	95.49228944246738	0.0	69.15776986951364	0.999638479430605	1.0	1.0	843
NC_000962.3	2716394	2717138	-	Rv2418c	octT	CDS	NotExcluded	None	Sugar octanoyltransferase OctT	conserved hypotheticals	No	1.0	100.0	0.0	62.096774193548384	1.0	1.0	1.0	744
NC_000962.3	2717127	2717799	-	Rv2419c	gpgP	CDS	NotExcluded	None	Glucosyl-3-phosphoglycerate phosphatase GpgP	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.81547619047619	1.0	1.0	1.0	672
NC_000962.3	2717795	2718176	-	Rv2420c	Rv2420c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.997594050743657	91.33858267716536	0.0	64.82939632545931	1.0	1.0	1.0	381
NC_000962.3	2718172	2718808	-	Rv2421c	nadD	CDS	NotExcluded	None	Probable nicotinate-nucleotide adenylyltransferase NadD (deamido-NAD(+) pyrophosphorylase) (deamido-NAD(+) diphosphorylase) (nicotinate mononucleotide adenylyltransferase) (NAMN adenylyltransferase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.77987421383648	1.0	1.0	1.0	636
NC_000962.3	2719082	2719355	+	Rv2422	Rv2422	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	67.76556776556777	1.0	1.0	1.0	273
NC_000962.3	2719596	2720643	+	Rv2423	Rv2423	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	63.22827125119389	1.0	1.0	1.0	1047
NC_000962.3	2720775	2721777	-	Rv2424c	Rv2424c	CDS	InsertionSeqs_And_Phages	None	Probable transposase	insertion seqs and phages	No	0.9829507651363939	59.58083832335329	0.0	65.86826347305389	0.6763972055888223	0.688872255489022	0.6959481037924152	1002
NC_000962.3	2721865	2723308	-	Rv2425c	Rv2425c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	66.52806652806653	0.99997920997921	1.0	1.0	1443
NC_000962.3	2723307	2724183	-	Rv2426c	Rv2426c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9953386605783866	83.21917808219177	0.0	67.12328767123287	1.0	1.0	1.0	876
NC_000962.3	2724229	2725477	-	Rv2427c	proA	CDS	NotExcluded	None	Probable gamma-glutamyl phosphate reductase protein ProA (GPR) (glutamate-5-semialdehyde dehydrogenase) (glutamyl-gamma-semialdehyde dehydrogenase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.78846153846153	1.0	1.0	1.0	1248
NC_000962.3	2725570	2726087	-	Rv2427A	oxyR'	CDS	NotExcluded	None	Transcriptional regulator OxyR', pseudogene	virulence, detoxification, adaptation	Yes	1.0	100.0	0.0	66.92456479690522	1.0	1.0	1.0	517
NC_000962.3	2726192	2726780	+	Rv2428	ahpC	CDS	NotExcluded	None	Alkyl hydroperoxide reductase C protein AhpC (alkyl hydroperoxidase C)	virulence, detoxification, adaptation	No	1.0	100.0	0.0	60.714285714285715	1.0	1.0	1.0	588
NC_000962.3	2726805	2727339	+	Rv2429	ahpD	CDS	NotExcluded	None	Alkyl hydroperoxide reductase D protein AhpD (alkyl hydroperoxidase D)	virulence, detoxification, adaptation	No	1.0	100.0	0.0	60.48689138576779	1.0	1.0	1.0	534
NC_000962.3	2727335	2727920	-	Rv2430c	PPE41	CDS	PE/PPEs	PPE_SL-3_nan	PPE family protein PPE41	PE/PPE	No	1.0	100.0	0.0	59.82905982905983	1.0	1.0	1.0	585
NC_000962.3	2727966	2728266	-	Rv2431c	PE25	CDS	PE/PPEs	PE_III_	PE family protein PE25	PE/PPE	No	1.0	100.0	0.0	60.333333333333336	1.0	1.0	1.0	300
NC_000962.3	2728436	2728847	-	Rv2432c	Rv2432c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.23357664233576	1.0	1.0	1.0	411
NC_000962.3	2728843	2729134	-	Rv2433c	Rv2433c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	65.97938144329896	1.0	1.0	1.0	291
NC_000962.3	2729114	2730560	-	Rv2434c	Rv2434c	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No	0.9993852773935763	99.1701244813278	0.0	63.34716459197787	1.0	1.0	1.0	1446
NC_000962.3	2730556	2732749	-	Rv2435c	Rv2435c	CDS	NotExcluded	None	Probable cyclase (adenylyl- or guanylyl-)(adenylate- or guanylate-)	intermediary metabolism and respiration	No	0.9993793382986269	97.765617875057	0.0	59.23392612859097	1.0	1.0	1.0	2193
NC_000962.3	2733229	2734144	+	Rv2436	rbsK	CDS	NotExcluded	None	Ribokinase RbsK	intermediary metabolism and respiration	No	0.9999696417729204	99.89071038251366	0.0	68.7431693989071	1.0	1.0	1.0	915
NC_000962.3	2734375	2734795	+	Rv2437	Rv2437	CDS	NotExcluded	None	Conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	64.04761904761905	1.0	1.0	1.0	420
NC_000962.3	2734791	2736831	-	Rv2438c	nadE	CDS	NotExcluded	None	Glutamine-dependent NAD(+) synthetase NadE (NAD(+) synthase [glutamine-hydrolysing])	intermediary metabolism and respiration	No	0.9999727668845315	99.90196078431373	0.0	63.72549019607843	1.0	1.0	1.0	2040
NC_000962.3	2736708	2736987	+	Rv2438A	Rv2438A	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	66.30824372759857	1.0	1.0	1.0	279
NC_000962.3	2737116	2738247	-	Rv2439c	proB	CDS	NotExcluded	None	Probable glutamate 5-kinase protein ProB (gamma-glutamyl kinase) (GK)	intermediary metabolism and respiration	No	1.0	100.0	0.0	70.64544650751547	1.0	1.0	1.0	1131
NC_000962.3	2738246	2739686	-	Rv2440c	obg	CDS	NotExcluded	None	Probable GTP1/Obg-family GTP-binding protein Obg	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.63888888888889	1.0	1.0	1.0	1440
NC_000962.3	2739771	2740032	-	Rv2441c	rpmA	CDS	NotExcluded	None	50S ribosomal protein L27 RpmA	information pathways	No	1.0	100.0	0.0	66.28352490421456	1.0	1.0	1.0	261
NC_000962.3	2740046	2740361	-	Rv2442c	rplU	CDS	NotExcluded	None	50S ribosomal protein L21 RplU	information pathways	No	1.0	100.0	0.0	60.317460317460316	1.0	1.0	1.0	315
NC_000962.3	2740708	2742184	+	Rv2443	dctA	CDS	NotExcluded	None	Probable C4-dicarboxylate-transport transmembrane protein DctA	cell wall and cell processes	No	1.0	100.0	0.0	63.27913279132791	1.0	1.0	1.0	1476
NC_000962.3	2742122	2744984	-	Rv2444c	rne	CDS	NotExcluded	None	Possible ribonuclease E Rne	information pathways	No	0.9997767683826385	99.19636617749825	0.0	66.07267645003495	1.0	1.0	1.0	2862
NC_000962.3	2745313	2745724	-	Rv2445c	ndkA	CDS	NotExcluded	None	Probable nucleoside diphosphate kinase NdkA (NDK) (NDP kinase) (nucleoside-2-P kinase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.47688564476886	1.0	1.0	1.0	411
NC_000962.3	2745766	2746138	-	Rv2446c	Rv2446c	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	66.12903225806451	1.0	1.0	1.0	372
NC_000962.3	2746134	2747598	-	Rv2447c	folC	CDS	NotExcluded	None	Probable folylpolyglutamate synthase protein FolC (folylpoly-gamma-glutamate synthetase) (FPGS)	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.75956284153006	1.0	1.0	1.0	1464
NC_000962.3	2747594	2750225	-	Rv2448c	valS	CDS	NotExcluded	None	Probable valyl-tRNA synthase protein ValS (valyl-tRNA synthetase) (valine--tRNA ligase) (valine translase)	information pathways	No	1.0	100.0	0.0	65.75446598251615	1.0	1.0	1.0	2631
NC_000962.3	2750312	2751572	-	Rv2449c	Rv2449c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9996031746031746	98.57142857142858	0.0	68.41269841269842	1.0	1.0	1.0	1260
NC_000962.3	2751661	2752180	-	Rv2450c	rpfE	CDS	NotExcluded	None	Probable resuscitation-promoting factor RpfE	cell wall and cell processes	No	1.0	100.0	0.0	70.71290944123314	1.0	1.0	1.0	519
NC_000962.3	2752261	2752660	+	Rv2451	Rv2451	CDS	NotExcluded	None	Hypothetical proline and serine rich protein	conserved hypotheticals	No	1.0	100.0	0.0	60.902255639097746	1.0	1.0	1.0	399
NC_000962.3	2752847	2752994	-	Rv2452c	Rv2452c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	49.65986394557823	1.0	1.0	1.0	147
NC_000962.3	2753017	2753623	-	Rv2453c	mobA	CDS	NotExcluded	None	Probable molybdopterin-guanine dinucleotide biosynthesis protein A MobA	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.82178217821782	1.0	1.0	1.0	606
NC_000962.3	2753624	2754746	-	Rv2454c	Rv2454c	CDS	NotExcluded	None	Probable oxidoreductase (beta subunit)	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.08199643493761	1.0	1.0	1.0	1122
NC_000962.3	2754742	2756704	-	Rv2455c	Rv2455c	CDS	NotExcluded	None	Probable oxidoreductase (alpha subunit)	intermediary metabolism and respiration	No	0.9987399478989694	95.4638124362895	0.0	63.76146788990825	1.0	1.0	1.0	1962
NC_000962.3	2756935	2758192	-	Rv2456c	Rv2456c	CDS	NotExcluded	None	Probable conserved integral membrane transport protein	cell wall and cell processes	No	1.0	100.0	0.0	65.4733492442323	1.0	1.0	1.0	1257
NC_000962.3	2758207	2759488	-	Rv2457c	clpX	CDS	NotExcluded	None	Probable ATP-dependent CLP protease ATP-binding subunit ClpX	intermediary metabolism and respiration	No	0.9976580796252927	91.56908665105387	0.0	61.59250585480094	1.0	1.0	1.0	1281
NC_000962.3	2759778	2760687	+	Rv2458	mmuM	CDS	NotExcluded	None	Probable homocysteine S-methyltransferase MmuM (S-methylmethionine:homocysteine methyltransferase) (cysteine methyltransferase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	68.31683168316832	1.0	1.0	1.0	909
NC_000962.3	2760853	2762380	+	Rv2459	Rv2459	CDS	NotExcluded	None	Probable conserved integral membrane transport protein	cell wall and cell processes	No	1.0	100.0	0.0	62.99934512115259	1.0	1.0	1.0	1527
NC_000962.3	2762530	2763175	-	Rv2460c	clpP2	CDS	NotExcluded	None	Probable ATP-dependent CLP protease proteolytic subunit 2 ClpP2 (endopeptidase CLP 2)	intermediary metabolism and respiration	No	1.0	100.0	0.0	61.70542635658915	1.0	1.0	1.0	645
NC_000962.3	2763171	2763774	-	Rv2461c	clpP1	CDS	NotExcluded	None	Probable ATP-dependent CLP protease proteolytic subunit 1 ClpP1 (endopeptidase CLP)	intermediary metabolism and respiration	No	0.9994472084024322	98.00995024875621	0.0	62.18905472636816	1.0	1.0	1.0	603
NC_000962.3	2763890	2765291	-	Rv2462c	tig	CDS	NotExcluded	None	Probable trigger factor (TF) protein Tig	cell wall and cell processes	No	0.9998810373542709	99.57173447537473	0.0	65.09635974304068	1.0	1.0	1.0	1401
NC_000962.3	2765330	2765404	-	MTB000030	proU	tRNA	NotExcluded	None	tRNA-Pro (TGG)	stable RNAs	No	1.0	100.0	0.0	63.513513513513516	1.0	1.0	1.0	74
NC_000962.3	2765540	2765611	+	MTB000031	glyV	tRNA	NotExcluded	None	tRNA-Gly (TCC)	stable RNAs	No	1.0	100.0	0.0	61.971830985915496	1.0	1.0	1.0	71
NC_000962.3	2765654	2766839	+	Rv2463	lipP	CDS	NotExcluded	None	Probable esterase/lipase LipP	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.9915611814346	1.0	1.0	1.0	1185
NC_000962.3	2766858	2767665	-	Rv2464c	Rv2464c	CDS	NotExcluded	None	Possible DNA glycosylase	information pathways	No	1.0	100.0	0.0	66.7905824039653	1.0	1.0	1.0	807
NC_000962.3	2767670	2768159	-	Rv2465c	rpiB	CDS	NotExcluded	None	Ribose-5-phosphate isomerase	intermediary metabolism and respiration	No	1.0	100.0	0.0	68.30265848670757	1.0	1.0	1.0	489
NC_000962.3	2768260	2768884	-	Rv2466c	Rv2466c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	63.94230769230769	1.0	1.0	1.0	624
NC_000962.3	2768985	2771571	+	Rv2467	pepN	CDS	NotExcluded	None	Probable aminopeptidase N PepN (Lysyl aminopeptidase) (LYS-AP) (alanine aminopeptidase)	intermediary metabolism and respiration	No	0.9998388759989688	99.4199535962877	0.0	65.93194122196442	1.0	1.0	1.0	2586
NC_000962.3	2771643	2772147	-	Rv2468c	Rv2468c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	68.65079365079364	1.0	1.0	1.0	504
NC_000962.3	2772097	2772331	-	Rv2468A	Rv2468A	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	62.82051282051282	1.0	1.0	1.0	234
NC_000962.3	2772366	2773035	-	Rv2469c	Rv2469c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	68.31091180866966	1.0	1.0	1.0	669
NC_000962.3	2773177	2773564	+	Rv2470	glbO	CDS	NotExcluded	None	Globin (oxygen-binding protein) GlbO	intermediary metabolism and respiration	No	1.0	100.0	0.0	62.27390180878553	1.0	1.0	1.0	387
NC_000962.3	2773563	2775204	+	Rv2471	aglA	CDS	NotExcluded	None	Probable alpha-glucosidase AglA (maltase) (glucoinvertase) (glucosidosucrase) (maltase-glucoamylase) (lysosomal alpha-glucosidase) (acid maltase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.27605118829982	1.0	1.0	1.0	1641
NC_000962.3	2775271	2775565	+	Rv2472	Rv2472	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	63.265306122448976	1.0	1.0	1.0	294
NC_000962.3	2775567	2776284	+	Rv2473	Rv2473	CDS	NotExcluded	None	Possible alanine and proline rich membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	66.94560669456067	1.0	1.0	1.0	717
NC_000962.3	2776315	2776969	-	Rv2474c	Rv2474c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9976214746856948	91.43730886850153	0.0	66.66666666666667	1.0	1.0	1.0	654
NC_000962.3	2776974	2777391	-	Rv2475c	Rv2475c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	62.589928057553955	1.0	1.0	1.0	417
NC_000962.3	2777387	2782262	-	Rv2476c	gdh	CDS	NotExcluded	None	Probable NAD-dependent glutamate dehydrogenase Gdh (NAD-Gdh) (NAD-dependent glutamic dehydrogenase)	intermediary metabolism and respiration	No	0.9993162393162391	97.53846153846155	0.0	65.25128205128205	1.0	1.0	1.0	4875
NC_000962.3	2782365	2784042	-	Rv2477c	Rv2477c	CDS	NotExcluded	None	Probable macrolide-transport ATP-binding protein ABC transporter	cell wall and cell processes	No	1.0	100.0	0.0	62.73106738223017	1.0	1.0	1.0	1677
NC_000962.3	2784122	2784608	-	Rv2478c	Rv2478c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.945883140636227	4.320987654320987	0.0	65.84362139917695	0.9993772290123457	0.999688614506173	0.9997508916049382	486
NC_000962.3	2784656	2785643	-	Rv2479c	Rv2479c	CDS	InsertionSeqs_And_Phages	None	Probable transposase	insertion seqs and phages	No	1.0	100.0	0.0	64.03242147923	0.06250682099493414	0.07311381381053697	0.0823280019704154	987
NC_000962.3	2785591	2785918	-	Rv2480c	Rv2480c	CDS	InsertionSeqs_And_Phages	None	Possible transposase for insertion sequence element IS6110 (fragment)	insertion seqs and phages	No	1.0	100.0	0.0	65.74923547400611	0.0625	0.08270871471253823	0.10731800767217124	327
NC_000962.3	2786574	2786898	-	Rv2481c	Rv2481c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	66.04938271604938	1.0	1.0	1.0	324
NC_000962.3	2786913	2789283	-	Rv2482c	plsB2	CDS	NotExcluded	None	Probable glycerol-3-phosphate acyltransferase PlsB2 (GPAT)	lipid metabolism	No	0.996741678387248	88.27004219409282	0.0	64.34599156118144	1.0	1.0	1.0	2370
NC_000962.3	2789279	2791022	-	Rv2483c	plsC	CDS	NotExcluded	None	Possible transmembrane phospholipid biosynthesis bifunctional enzyme PlsC: putative L-3-phosphoserine phosphatase (O-phosphoserine phosphohydrolase) (PSP) (pspase) + 1-acyl-SN-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (lysophosphatidic acid acyltransferase) (LPAAT)	lipid metabolism	No	1.0	100.0	0.0	63.91279403327596	1.0	1.0	1.0	1743
NC_000962.3	2791018	2792494	-	Rv2484c	Rv2484c	CDS	NotExcluded	None	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	lipid metabolism	No	1.0	100.0	0.0	66.19241192411924	1.0	1.0	1.0	1476
NC_000962.3	2792722	2793988	-	Rv2485c	lipQ	CDS	NotExcluded	None	Probable carboxylesterase LipQ	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.61453396524486	1.0	1.0	1.0	1266
NC_000962.3	2794175	2794249	+	MTB000032	argW	tRNA	NotExcluded	None	tRNA-Arg (TCT)	stable RNAs	No	1.0	100.0	0.0	62.16216216216216	1.0	1.0	1.0	74
NC_000962.3	2794349	2795120	+	Rv2486	echA14	CDS	NotExcluded	None	Probable enoyl-CoA hydratase EchA14 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	lipid metabolism	No	1.0	100.0	0.0	67.70428015564202	1.0	1.0	1.0	771
NC_000962.3	2795300	2797385	-	Rv2487c	PE_PGRS42	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS42	PE/PPE	No	0.9719424460431655	52.66187050359712	0.0	74.19664268585132	0.9892885683453239	1.0	1.0	2085
NC_000962.3	2797466	2800880	-	Rv2488c	Rv2488c	CDS	NotExcluded	None	Probable transcriptional regulatory protein (LuxR-family)	regulatory proteins	No	0.9996175877107335	98.6233157586409	0.0	68.36555360281196	1.0	1.0	1.0	3414
NC_000962.3	2800845	2801145	-	Rv2489c	Rv2489c	CDS	NotExcluded	None	Hypothetical alanine rich protein	conserved hypotheticals	No	1.0	100.0	0.0	65.33333333333333	1.0	1.0	1.0	300
NC_000962.3	2801253	2806236	-	Rv2490c	PE_PGRS43	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS43	PE/PPE	No	0.8535688005886681	22.034918723660446	0.0	77.10214730082279	0.99367850692354	1.0	1.0	4983
NC_000962.3	2806664	2807288	+	Rv2491	Rv2491	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9963942307692307	87.01923076923077	0.0	59.455128205128204	1.0	1.0	1.0	624
NC_000962.3	2807277	2808030	+	Rv2492	Rv2492	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	0.9980817470857312	93.09428950863213	0.0	50.99601593625498	1.0	1.0	1.0	753
NC_000962.3	2808082	2808304	+	Rv2493	vapB38	CDS	NotExcluded	None	Possible antitoxin VapB38	virulence, detoxification, adaptation	No	1.0	100.0	0.0	67.11711711711712	1.0	1.0	1.0	222
